	sample	Time	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
102	Rice straw	1	FCentRs1_11	bacteria_odb10	89.5	87.9	1.6	7.3	3.2	124	11810	11810	0.00%	633	86.34	1.55	Neural Network (Specific Model)	11	0.889	11810	317.9991327	4943660	0.44	4612	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__						GCF_003349965.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella yanshanensis	85.38	0.434	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_019316985.1, s__Niabella sp019316985, 95.0, 82.69, 0.204; GCF_022512515.1, s__Niabella hibiscisoli, 95.0, 81.4, 0.177"	87.83	11	0.9949		4585	4265	632	genus	0.77	0.72	0.24	0.36	1.35	0.68	0.49	TRUE	633	633	328	160	19	3	4943660	4943660	4007683	2818358	696275	172679	633	66031	4943660	43.92	11810	3470	14896.7	128	434	0
103	Rice straw	1	FCentRs1_14	bacteria_odb10	66.1	66.1	0	17.7	16.2	124	2604	2604	0.00%	1123	65.81	3.37	Neural Network (Specific Model)	11	0.905	2604	247.4854843	2848216	0.69	3479	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A johrii	GCF_001720585.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A johrii	97.74	0.885							ani_screen	classification based on ANI only	"GCF_002407205.1, s__Cereibacter_A sp002407205, 95.0, 88.88, 0.285; GCF_003050905.1, s__Cereibacter_A azotoformans, 95.0, 89.69, 0.404; GCF_000012905.2, s__Cereibacter_A sphaeroides, 95.0, 96.37, 0.843"					3494	3434	1122	order	0.98	0.96	0.74	0.05	0.1	0.94	0.9	FALSE	1123	1123	37	1	0	0	2848216	2848216	231152	11772	0	0	1123	11772	2848216	69.44	2604	1688	2989.9	390	944	0
104	Rice straw	1	FCentRs1_15	bacteria_odb10	80.6	79	1.6	4.8	14.6	124	13541	13541	0.00%	598	94.6	3.39	Neural Network (Specific Model)	11	0.893	13541	310.8508805	5564159	0.73	5338	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__						GCF_000024365.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella multipartita	83.91	0.246	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		84.13	11	0.97579		5347	5080	598	order	0.89	0.85	0.15	0.11	0.25	0.79	0.67	TRUE	598	598	359	183	39	2	5564159	5564159	4796518	3545748	1345398	141967	598	75551	5564159	72.89	13541	4382	17777.8	118	404	0
105	Rice straw	1	FCentRs1_17	bacteria_odb10	81.5	81.5	0	8.9	9.6	124	15943	15943	0.00%	330	91.42	1.39	Gradient Boost (General Model)	11	0.93	15943	313.456445	3720929	0.72	3685	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Pseudactinotalea;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Pseudactinotalea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_009733795.1, s__Pseudactinotalea caeni, 95.0, 81.62, 0.156"	86.73	11	0.95074		3686	3489	330	family	0.77	0.73	0.16	0.55	2.97	0.66	0.48	TRUE	330	330	231	133	25	6	3720929	3720929	3402059	2676866	1005063	380428	330	80661	3720929	71.91	15943	5590	21573.1	69	221	0
106	Rice straw	1	FCentRs1_18	bacteria_odb10	72.6	72.6	0	7.3	20.1	124	4018	4018	0.00%	1190	70.08	2.9	Neural Network (Specific Model)	11	0.874	4018	293.5665838	4451482	0.49	4423	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__						GCF_002943425.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__Siphonobacter curvatus	92.81	0.844	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomataceae;g__Siphonobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_002872335.1, s__Siphonobacter sp002872335, 95.0, 92.33, 0.764"	69.08	11	0.99794	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	4416	4147	1190	genus	0.81	0.76	0.53	0.21	0.54	0.74	0.56	FALSE	1190	1190	235	25	0	0	4451482	4451482	1700879	317890	0	0	1190	19114	4451482	48.79	4018	2173	5002.1	354	951	0
107	Rice straw	1	FCentRs1_19	bacteria_odb10	89.5	89.5	0	7.3	3.2	124	6909	6909	0.00%	225	97.94	0.81	Gradient Boost (General Model)	11	0.913	6909	282.265043	1289849	0.46	1396	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAIQBE01;f__CAIQBE01;g__;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAIQBE01;f__CAIQBE01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		89.75	11	0.871		1386	1168	225	family	0.5	0.42	0.07	0.66	4.52	0.53	0.23	TRUE	225	225	100	26	3	0	1289849	1289849	914601	412327	82097	0	225	28154	1289849	45.86	6909	2857	9306.8	55	166	0
108	Rice straw	1	FCentRs1_20	bacteria_odb10	70.1	68.5	1.6	10.5	19.4	124	2667	2667	0.00%	1370	76.09	3	Gradient Boost (General Model)	11	0.931	2667	254.8577626	3591332	0.72	4380	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquincola;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquincola;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		58.89	11	0.96234		4390	4213	1367	class	0.96	0.92	0.49	0.03	0.06	0.78	0.72	FALSE	1370	1370	72	3	0	0	3591332	3591332	463373	33781	0	0	1370	12511	3591332	71.84	2667	1694	3200.9	461	1145	0
109	Rice straw	1	FCentRs1_22	bacteria_odb10	66.1	60.5	5.6	12.9	21	124	2732	2732	0.00%	2299	77.29	4.34	Gradient Boost (General Model)	11	0.919	2732	273.9249781	6103438	0.71	6838	None	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__											d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		56.27	11	0.95518		6877	6485	2294	family	0.93	0.88	0.24	0.06	0.13	0.76	0.67	TRUE	2299	2299	113	2	0	0	6103438	6103438	704396	21265	0	0	2299	10827	6103438	70.69	2732	1714	3159.6	788	1919	0
110	Rice straw	1	FCentRs1_23	bacteria_odb10	75.8	75.8	0	6.5	17.7	124	18653	18653	0.00%	437	88.05	3.11	Gradient Boost (General Model)	11	0.942	18653	314.9903179	5481118	0.74	5474	None	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__						GCF_019443745.1	95	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__Iamia sp019443745	84.06	0.253	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		79.17	11	0.96887		5478	4796	437	genus	0.47	0.42	0.12	0.61	3.52	0.57	0.24	TRUE	437	437	319	200	48	10	5481118	5481118	5118129	4250893	1873606	591975	437	70401	5481118	74.15	18653	6152	23310.9	89	286	0
111	Rice straw	1	FCentRs1_25	bacteria_odb10	78.2	78.2	0	6.5	15.3	124	14464	14464	0.00%	436	91.84	0.21	Neural Network (Specific Model)	11	0.881	14464	295.13428	4027620	0.4	4014	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_900109935.1, s__Chryseobacterium taichungense, 95.0, 86.24, 0.417; GCF_900099685.1, s__Chryseobacterium taeanense, 95.0, 83.62, 0.268; GCF_000333355.1, s__Chryseobacterium sp000333355, 95.0, 83.53, 0.27; GCF_913774355.1, s__Chryseobacterium sp913774355, 95.0, 82.86, 0.156; GCF_913778085.1, s__Chryseobacterium sp913778085, 95.0, 82.67, 0.153; GCF_012927265.1, s__Chryseobacterium cheonjiense, 95.0, 82.66, 0.206; GCF_023195755.1, s__Chryseobacterium nepalense, 95.0, 82.52, 0.197; GCF_000708615.2, s__Chryseobacterium hispalense, 95.0, 82.38, 0.206; GCF_900129385.1, s__Chryseobacterium takakiae, 95.0, 82.33, 0.217; GCA_913778275.1, s__Chryseobacterium sp913778275, 95.0, 82.25, 0.282; GCF_003815835.1, s__Chryseobacterium shandongense, 95.0, 81.98, 0.192; GCF_900182825.1, s__Chryseobacterium profundimaris, 95.0, 81.84, 0.192"	77.6	11	0.99352		4071	3914	435	kingdom	1	0.96	0	0	0	0.87	0.84	TRUE	436	436	239	121	26	5	4027620	4027620	3428420	2585097	1136540	380657	436	124482	4027620	39.84	14464	3989	22814.3	74	284	0
112	Rice straw	1	FCentRs1_26	bacteria_odb10	92.7	92.7	0	4.8	2.5	124	27051	27051	0.00%	238	95.94	1.84	Neural Network (Specific Model)	11	0.896	27051	326.4536628	3711552	0.7	3399	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D abyssi	GCF_001482195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D abyssi	98.99	0.958							ani_screen	classification based on ANI only	"GCF_004803715.2, s__Luteimonas_D yindakuii, 95.0, 81.6, 0.222; GCF_000559025.1, s__Luteimonas_D huabeiensis, 95.0, 83.09, 0.234; GCA_002798175.1, s__Luteimonas_D sp002798175, 95.0, 82.13, 0.214; GCF_021191635.1, s__Luteimonas_D sp021191635, 95.0, 83.26, 0.24; GCF_004118975.1, s__Luteimonas_D sp004118975, 95.0, 81.91, 0.203"					3407	3379	238	kingdom	1	0.99	0	0	0	0.97	0.96	TRUE	238	238	169	123	44	11	3711552	3711552	3529632	3181928	1915670	741864	238	109425	3711552	69.81	27051	8257	32549.8	42	141	0
113	Rice straw	1	FCentRs1_28	bacteria_odb10	63.7	62.1	1.6	13.7	22.6	124	4618	4618	0.00%	1762	80.25	5.13	Gradient Boost (General Model)	11	0.826	4618	278.4562909	6939080	0.71	6875	None	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__											d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		67.13	11	0.87855		6910	5305	1741	phylum	0.86	0.66	0.14	0.67	3.32	0.53	0.35	TRUE	1762	1762	403	65	0	0	6939080	6939080	3102114	822658	0	0	1762	22914	6939080	71.21	4618	2097	5606.9	480	1372	0
114	Rice straw	1	FCentRs1_30	bacteria_odb10	61.3	60.5	0.8	15.3	23.4	124	3739	3739	0.00%	915	86.92	3.52	Gradient Boost (General Model)	11	0.919	3739	253.3132791	3046475	0.62	3690	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aliihoeflea;s__						GCF_024105665.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aliihoeflea;s__Aliihoeflea aestuarii	88.12	0.423	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aliihoeflea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		61.57	11	0.9884		3683	3578	915	genus	0.8	0.77	0.52	0.17	0.43	0.82	0.63	FALSE	915	915	140	10	0	0	3046475	3046475	972229	124454	0	0	915	23293	3046475	61.52	3739	1875	4480.3	268	733	0
115	Rice straw	1	FCentRs1_31	bacteria_odb10	100	99.2	0.8	0	0	124	124969	124969	0.00%	45	99.97	0.57	Neural Network (Specific Model)	11	0.912	124969	326.8313539	3162132	0.68	2947	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000626675.1, s__Corynebacterium glyciniphilum, 95.0, 87.31, 0.615; GCF_001942345.1, s__Corynebacterium sp001942345, 95.0, 87.24, 0.598; GCF_007673095.1, s__Corynebacterium sp002363255, 95.0, 87.12, 0.592; GCF_022712195.1, s__Corynebacterium sp022712195, 95.0, 86.49, 0.552; GCF_022869005.1, s__Corynebacterium kalidii, 95.0, 85.67, 0.489; GCA_030450335.1, s__Corynebacterium sp030450335, 95.0, 85.53, 0.442"	96.29	11	0.99203	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	2939	2872	45	kingdom	1	0.98	0	0	0	0.87	0.85	TRUE	45	45	43	36	29	24	3162132	3162132	3156857	3113939	2994522	2803193	45	382889	3162132	67.73	124969	49648	146343.1	9	25	0
116	Rice straw	1	FCentRs1_32	bacteria_odb10	54.8	54.8	0	10.5	34.7	124	3090	3090	0.00%	944	70.89	6.46	Gradient Boost (General Model)	11	0.93	3090	268.3050794	2721630	0.73	3150	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Litorihabitans;s__						GCF_004786095.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Litorihabitans;s__Litorihabitans arcticus	90.45	0.523	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Beutenbergiaceae;g__Litorihabitans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_030161595.1, s__Litorihabitans aurantiacus, 95.0, 87.83, 0.217; GCF_003121705.1, s__Litorihabitans sp003121705, 95.0, 87.31, 0.206"	54.04	11	0.9898	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	3147	2992	944	order	0.93	0.88	0.77	0.22	0.58	0.73	0.64	FALSE	944	944	86	2	0	0	2721630	2721630	555695	23240	0	0	944	12991	2721630	73.46	3090	1725	3639.1	294	775	0
117	Rice straw	1	FCentRs1_35	bacteria_odb10	100	99.2	0.8	0	0	124	18928	18928	0.00%	327	99.73	0.17	Neural Network (Specific Model)	11	0.888	18928	274.5766578	3491988	0.41	3770	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.64	0.957							ani_screen	classification based on ANI only	"GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.1, 0.651; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.97, 0.58; GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.27, 0.7; GCF_001307105.1, s__Bacillus australimaris, 95.0, 89.82, 0.8; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 90.02, 0.797; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.15, 0.771; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.69, 0.811; GCF_900186955.1, s__Bacillus pumilus, 95.0, 89.78, 0.793; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.76, 0.787; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.58, 0.819; GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.63, 0.818; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.7, 0.823; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.15, 0.811; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.98, 0.778; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.92, 0.773"					3784	3702	327	kingdom	1	0.98	0	0	0	0.91	0.89	TRUE	327	327	201	107	32	6	3491988	3491988	3136740	2446757	1208312	364538	327	78649	3491988	41.45	18928	4853	22696.5	57	203	0
118	Rice straw	1	FCentRs1_39	bacteria_odb10	89.5	89.5	0	4.8	5.7	124	8881	8881	0.00%	733	97.14	1.62	Neural Network (Specific Model)	11	0.902	8881	297.2944279	4302920	0.65	4361	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium sediminis	GCF_013623905.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium sediminis	97.58	0.84							ani_screen	classification based on ANI only	"GCF_017808105.1, s__Brevibacterium renqingii, 95.0, 84.94, 0.314; GCF_021023135.1, s__Brevibacterium sp021023135, 95.0, 83.29, 0.198; GCA_019117545.1, s__Brevibacterium intestinavium, 95.0, 84.96, 0.307; GCF_004745075.1, s__Brevibacterium sp004745075, 95.0, 86.1, 0.342; GCF_011617245.1, s__Brevibacterium atlanticum, 95.0, 85.77, 0.326; GCF_004745485.1, s__Brevibacterium sp004745485, 95.0, 89.12, 0.516; GCF_011617705.1, s__Brevibacterium limosum, 95.0, 89.47, 0.572; GCF_013623835.1, s__Brevibacterium oceani, 95.0, 85.98, 0.325; GCF_013280495.1, s__Brevibacterium permense, 95.0, 94.07, 0.733; GCF_900169165.1, s__Brevibacterium linens, 95.0, 90.61, 0.614; GCF_025506275.1, s__Brevibacterium permense_A, 95.0, 94.17, 0.731; GCF_011617465.1, s__Brevibacterium pigmentatum, 95.0, 91.26, 0.697; GCF_026168515.1, s__Brevibacterium spongiae, 95.0, 87.43, 0.44; GCF_900169265.1, s__Brevibacterium iodinum, 95.0, 93.64, 0.732; GCF_001570805.1, s__Brevibacterium epidermidis, 95.0, 90.64, 0.681; GCF_026013965.1, s__Brevibacterium sp026013965, 95.0, 93.77, 0.751; GCF_900105315.1, s__Brevibacterium siliguriense, 95.0, 90.41, 0.634; GCF_012844365.1, s__Brevibacterium sp012844365, 95.0, 90.69, 0.662"					4373	4267	733	family	0.92	0.89	0.65	0.04	0.09	0.9	0.8	FALSE	733	733	261	104	18	2	4302920	4302920	3021518	1919397	620174	112887	733	60562	4302920	64.56	8881	2449	13009.6	129	511	0
119	Rice straw	1	FCentRs1_41	bacteria_odb10	98.4	91.1	7.3	1.6	0	124	11790	11790	0.00%	641	99.97	2.09	Neural Network (Specific Model)	11	0.85	11790	255.0749405	4536509	0.38	5044	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	GCF_000832985.1	95.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	97.24	0.919							ani_screen	classification based on ANI only	"GCF_023715685.1, s__Priestia aryabhattai_B, 95.0, 94.46, 0.845; GCF_000956595.1, s__Priestia aryabhattai, 95.0, 95.59, 0.896; GCF_009497655.1, s__Priestia zanthoxyli, 95.5, 95.45, 0.903; GCF_018615055.1, s__Priestia megaterium_C, 95.07, 97.03, 0.904; GCF_023824195.1, s__Priestia megaterium_D, 95.18, 96.49, 0.904"					5028	4879	640	kingdom	1	0.97	0	0	0	0.95	0.93	TRUE	641	641	238	104	27	9	4536509	4536509	3377803	2463000	1319885	641099	641	90967	4536509	38.33	11790	2901	22443.9	87	424	0
120	Rice straw	1	FCentRs1_44	bacteria_odb10	88.7	88.7	0	3.2	8.1	124	43295	43295	0.00%	289	96.26	1.19	Neural Network (Specific Model)	11	0.881	43295	319.6230754	5434216	0.63	5001	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense	GCF_004367745.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense	97.57	0.877							ani_screen	classification based on ANI only	"GCF_000282575.1, s__Herbaspirillum sp000282575, 95.0, 81.93, 0.206; GCA_009914615.1, s__Herbaspirillum frisingense_B, 95.0, 85.42, 0.382; GCF_000261365.1, s__Herbaspirillum sp000261365, 95.0, 90.22, 0.75; GCF_017814915.1, s__Herbaspirillum sp017814915, 95.0, 84.92, 0.362; GCF_001040945.1, s__Herbaspirillum seropedicae, 95.0, 88.38, 0.564; GCF_016429215.1, s__Herbaspirillum sp016429215, 95.0, 87.39, 0.513; GCF_002213425.1, s__Herbaspirillum aquaticum, 95.0, 92.86, 0.764; GCF_020179755.1, s__Herbaspirillum sp020179755, 95.0, 82.37, 0.21; GCA_019233085.1, s__Herbaspirillum sp019233085, 95.0, 87.81, 0.506; GCF_001189955.1, s__Herbaspirillum chlorophenolicum, 95.0, 83.78, 0.282; GCF_002213415.1, s__Herbaspirillum robiniae, 95.0, 85.3, 0.373; GCF_028993615.1, s__Herbaspirillum sp028993615, 95.0, 85.42, 0.39; GCF_017744395.1, s__Herbaspirillum sp017744395, 95.0, 84.62, 0.366; GCF_000300975.2, s__Herbaspirillum frisingense, 95.0, 87.63, 0.55; GCF_015767275.1, s__Herbaspirillum sp013426985, 95.0, 87.76, 0.572; GCF_006715495.1, s__Herbaspirillum sp006715495, 95.0, 84.25, 0.348; GCF_003719195.1, s__Herbaspirillum rubrisubalbicans, 95.0, 88.06, 0.575"					5046	4931	289	class	0.99	0.97	0.47	0.02	0.04	0.9	0.88	FALSE	289	289	194	122	47	22	5434216	5434216	5142648	4599324	3442078	2558198	289	393179	5434216	62.85	43295	8004	95829.6	26	155	0
121	Rice straw	1	FCentRs1_46	bacteria_odb10	56.4	53.2	3.2	16.9	26.7	124	3080	3080	0.00%	1023	71.37	4.86	Gradient Boost (General Model)	11	0.914	3080	249.1880646	2982430	0.67	3653	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas frigidaquae	GCF_001463905.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas;s__Aureimonas frigidaquae	98.54	0.809							ani_screen	classification based on ANI only						3654	3594	1022	genus	0.86	0.85	0.94	0.04	0.08	0.97	0.82	FALSE	1023	1023	93	8	0	0	2982430	2982430	658317	107173	0	0	1023	20503	2982430	66.81	3080	1738	3941.1	314	838	0
122	Rice straw	1	FCentRs1_5	bacteria_odb10	94.3	92.7	1.6	3.2	2.5	124	22248	22248	0.00%	525	98.6	2.1	Neural Network (Specific Model)	11	0.888	22248	324.3889856	5029725	0.4	4594	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp002500745	GCF_002500745.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp002500745	98.42	0.804							ani_screen	classification based on ANI only	"GCF_002420705.1, s__Sphingobacterium sp002420705, 95.0, 85.72, 0.367; GCF_900457465.1, s__Sphingobacterium multivorum, 95.0, 86.46, 0.403; GCA_031286695.1, s__Sphingobacterium sp031286695, 95.0, 86.55, 0.421; GCF_007830445.1, s__Sphingobacterium siyangense, 95.0, 87.43, 0.443; GCF_009660355.1, s__Sphingobacterium paramultivorum, 95.0, 87.54, 0.457; GCA_002386525.1, s__Sphingobacterium sp002386525, 95.0, 93.04, 0.72; GCF_030818895.1, s__Sphingobacterium zeae, 95.0, 94.41, 0.782"					4549	4341	512	class	0.96	0.91	1	0.07	0.15	0.88	0.81	FALSE	525	525	232	129	43	16	5029725	5029725	4341628	3607162	2241750	1313162	525	188615	5029725	39.97	22248	3689	38050.8	55	276	0
123	Rice straw	1	FCentRs1_7	bacteria_odb10	91.9	90.3	1.6	4.8	3.3	124	14842	14842	0.00%	671	94.32	1.47	Neural Network (Specific Model)	11	0.85	14842	318.6778801	5977163	0.41	5321	None	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__											d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		82.8	11	0.92035	Genome has more than 10.0% of markers with multiple hits	5385	5179	670	order	0.95	0.91	0.19	0.06	0.12	0.76	0.69	TRUE	671	671	364	204	45	1	5977163	5977163	5080798	3924241	1490300	51369	671	51369	5977163	40.71	14842	3846	17118.5	127	432	0
